,Term,Stem,wTFref,SType,Pow-Score,Pow-TF,Pow-wTF,Uni-Score,Uni-TF,Uni-wTF
13789,harming,harm,3.104785437913927e-05,stem,,,,0.352975109409396,17.0,4.4190278138809465e-05
13790,harms,harm,3.104785437913927e-05,stem,,,,-0.6884787654187651,6.0,1.5596568754873928e-05
13791,harper,harper,6.42369400947709e-06,stem,,,,1.0412082751669123,7.0,1.819599688068625e-05
13792,harvested,harvest,1.2847388018954179e-05,stem,,,,-0.21155469332845547,4.0,1.0397712503249286e-05
13793,hawks,hawk,2.9977238710893088e-05,stem,,,,-0.8357090024014495,5.0,1.2997140629061606e-05
13794,headquartered,headquart,0.0001391800368720036,stem,,,,-2.594182493996038,4.0,1.0397712503249286e-05
13795,hegelianism,hegelian,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
13796,hells,hell,0.0002034169769667745,stem,,,,-2.568207007592777,6.0,1.5596568754873928e-05
13797,helpers,helper,1.284738801895418e-05,stem,,,,1.2925227034478184,18.0,4.678970626462178e-05
13798,herding,herd,2.9977238710893088e-05,stem,,,,-1.3465346261674402,3.0,7.798284377436964e-06
13799,heterogeneity,heterogen,8.564925345969454e-06,stem,,,,1.515666254762028,15.0,3.899142188718482e-05
13800,hierarchies,hierarchi,1.927108202843127e-05,stem,2.6026361560936926,7.0,0.00026014568158168577,0.07612737912332525,8.0,2.079542500649857e-05
13801,highlight,highlight,6.42369400947709e-06,stem,,,,1.4931933989099695,11.0,2.8593709383935534e-05
13802,highlighted,highlight,6.42369400947709e-06,stem,,,,2.1863405794699147,22.0,5.718741876787107e-05
13803,hiking,hike,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
13804,hinder,hinder,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
13805,hindering,hinder,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
13806,hindus,hindu,6.42369400947709e-06,stem,,,,2.353394664133081,26.0,6.758513127112035e-05
13807,holiness,holi,0.0001049203354881258,stem,,,,-0.7534709041644774,19.0,4.93891343904341e-05
13808,homogenization,homogen,1.3918003687200362e-05,stem,,,,-0.5792794734537731,3.0,7.798284377436964e-06
13809,homogenized,homogen,1.3918003687200362e-05,stem,,,,-0.06845384968778244,5.0,1.2997140629061606e-05
13810,homogenous,homogen,1.3918003687200362e-05,stem,,,,-0.06845384968778244,5.0,1.2997140629061606e-05
13811,homosexual,homosexu,6.42369400947709e-06,stem,,,,1.8678868483513804,16.0,4.159085001299714e-05
13812,homosexuality,homosexu,6.42369400947709e-06,stem,,,,2.4964955077737545,30.0,7.798284377436964e-05
13813,hooks,hook,1.284738801895418e-05,stem,,,,0.19391041477970872,6.0,1.5596568754873928e-05
13814,hop,hop,9.635541014215635e-06,stem,,,,0.7692745596832705,8.0,2.079542500649857e-05
13815,hormones,hormon,2.7836007374400724e-05,stem,,,,-1.2724266540137184,3.0,7.798284377436964e-06
13816,hosted,host,4.389524239809345e-05,stem,,,,-0.11846427026244379,15.0,3.899142188718482e-05
13817,households,household,6.851940276775563e-05,stem,0.7745090426947628,4.0,0.0001486546751895347,-0.9692403950259723,10.0,2.5994281258123212e-05
13818,humanities,human,0.00014817320848527156,stem,,,,-0.9520479944855995,22.0,5.718741876787107e-05
13819,humanistic,humanist,8.564925345969454e-06,stem,,,,1.3725654111213548,13.0,3.379256563556018e-05
13820,humanists,humanist,8.564925345969454e-06,stem,,,,0.887057595339654,8.0,2.079542500649857e-05
13821,hypothesized,hypothes,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
13822,idealistic,idealist,8.564925345969454e-06,stem,,,,0.7535262027151313,7.0,1.819599688068625e-05
13823,idealists,idealist,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
13824,illnesses,ill,3.925590783569333e-05,stem,,,,-0.5175859044484333,9.0,2.339485313231089e-05
13825,illegalism,illeg,1.927108202843127e-05,stem,,,,-0.05740401350119741,7.0,1.819599688068625e-05
13826,illegally,illeg,1.927108202843127e-05,stem,,,,-0.05740401350119741,7.0,1.819599688068625e-05
13827,imaging,imag,0.00016701604424640434,stem,,,,-3.0641861232417735,3.0,7.798284377436964e-06
13828,immersion,immers,8.564925345969454e-06,stem,,,,1.0048406309960374,9.0,2.339485313231089e-05
13829,impacted,impact,7.494309677723272e-05,stem,,,,-0.8765309969217047,12.0,3.1193137509747856e-05
13830,impacting,impact,7.494309677723272e-05,stem,,,,-1.281996105029869,8.0,2.079542500649857e-05
13831,impairment,impair,1.1776772350707999e-05,stem,,,,-0.41222538879060694,3.0,7.798284377436964e-06
13832,impartiality,imparti,1.7129850691938907e-05,stem,,,,-0.7869188382320175,3.0,7.798284377436964e-06
13833,impede,imped,1.0706156682461817e-05,stem,,,,0.19391041477970852,5.0,1.2997140629061606e-05
13834,imperialism,imperi,2.7836007374400724e-05,stem,,,,0.4621744013743881,17.0,4.4190278138809465e-05
13835,implementations,implement,1.0706156682461817e-05,stem,,,,0.19391041477970852,5.0,1.2997140629061606e-05
13836,implemented,implement,1.0706156682461817e-05,stem,,,,2.0184597068307544,31.0,8.058227190018196e-05
13837,implicate,implic,3.4259701383877815e-05,stem,,,,-1.4800660187919628,3.0,7.798284377436964e-06
13838,impossibility,imposs,0.0001798634322653585,stem,,,,-2.850612022943714,4.0,1.0397712503249286e-05
13839,imprecise,imprecis,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
13840,improvisation,improvis,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13841,imputation,imput,1.0706156682461817e-05,stem,,,,0.8870575953396539,10.0,2.5994281258123212e-05
13842,inappropriately,inappropri,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
13843,incarnate,incarn,1.0706156682461817e-05,stem,,,,0.5303826514009216,7.0,1.819599688068625e-05
13844,inclusivity,inclus,7.494309677723272e-06,stem,,,,0.03975973495245029,3.0,7.798284377436964e-06
13845,incomes,incom,0.0001220501861800647,stem,,,,-1.364234203266841,12.0,3.1193137509747856e-05
13846,inconsistency,inconsist,1.0706156682461817e-05,stem,,,,-0.316915208986282,3.0,7.798284377436964e-06
13847,incorporate,incorpor,1.3561131797784967e-05,stem,,,,1.60618026230286,26.0,6.758513127112035e-05
13848,incorporating,incorpor,1.3561131797784967e-05,stem,,,,1.1812970683375943,17.0,4.4190278138809465e-05
13849,independents,independ,0.00010848905438227974,stem,,,,-2.6327455287303483,3.0,7.798284377436964e-06
13850,indias,india,0.00012419141751655708,stem,,,,-2.2570946833326104,5.0,1.2997140629061606e-05
13851,indicted,indict,2.569477603790836e-05,stem,,,,-1.192383946340182,3.0,7.798284377436964e-06
13852,individuation,individu,0.00012561890507421864,stem,,,,-2.491666930470443,4.0,1.0397712503249286e-05
13853,inductive,induct,9.635541014215635e-06,stem,,,,2.641076736584862,52.0,0.0001351702625422407
13854,industrialism,industri,0.0001550251487620471,stem,,,,-2.9896835959438524,3.0,7.798284377436964e-06
13855,industrialization,industri,0.0001550251487620471,stem,-0.04196135389718133,4.0,0.0001486546751895347,-1.6033892348239616,12.0,3.1193137509747856e-05
13856,inefficiencies,ineffici,1.4988619355446544e-05,stem,,,,-0.6533874456074951,3.0,7.798284377436964e-06
13857,inevitability,inevit,7.601371244547889e-05,stem,,,,-2.2770099930335514,3.0,7.798284377436964e-06
13858,infallibility,infal,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13859,inferring,infer,9.992412903631029e-06,stem,,,,0.039759734952450505,4.0,1.0397712503249286e-05
13860,influencing,influenc,0.00011562649217058762,stem,-0.0364211735215659,3.0,0.00011149100639215103,-1.3971783589861952,11.0,2.8593709383935534e-05
13861,informational,inform,0.00011195580987945784,stem,,,,-2.1533748571322437,5.0,1.2997140629061606e-05
13862,inhabit,inhabit,2.034169769667745e-05,stem,,,,-0.9587690951586767,3.0,7.798284377436964e-06
13863,initiates,initi,3.9880433642170266e-05,stem,,,,-0.9388348802578595,6.0,1.5596568754873928e-05
13864,initiatives,initi,3.9880433642170266e-05,stem,,,,1.2947573412492348,56.0,0.00014556797504549
13865,initiator,initi,3.9880433642170266e-05,stem,,,,-1.6319820608178048,3.0,7.798284377436964e-06
13866,injure,injur,4.282462672984727e-05,stem,,,,-1.7032095701061727,3.0,7.798284377436964e-06
13867,injuring,injur,4.282462672984727e-05,stem,,,,-1.7032095701061727,3.0,7.798284377436964e-06
13868,injustices,injustic,3.4259701383877815e-05,stem,,,,-0.013728949998535838,13.0,3.379256563556018e-05
13869,innovative,innov,1.1776772350707999e-05,stem,,,,1.3223756665974995,17.0,4.4190278138809465e-05
13870,inputs,input,4.282462672984727e-05,stem,,,,0.19391041477970852,20.0,5.1988562516246424e-05
13871,insertion,insert,3.104785437913927e-05,stem,,,,-1.3816259459787104,3.0,7.798284377436964e-06
13872,inspectors,inspector,2.7836007374400724e-05,stem,,,,-1.2724266540137184,3.0,7.798284377436964e-06
13873,instinctive,instinct,1.9984825807262057e-05,stem,,,,-0.2479223374993305,6.0,1.5596568754873928e-05
13874,institutes,institut,8.993171613267926e-05,stem,,,,-1.145863930705289,11.0,2.8593709383935534e-05
13875,institutionalism,institution,6.42369400947709e-06,stem,,,,1.0412082751669123,7.0,1.819599688068625e-05
13876,institutionalization,institution,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13877,integers,integ,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
13878,integrates,integr,3.2832213826216234e-05,stem,,,,-0.5902085439859631,7.0,1.819599688068625e-05
13879,integrating,integr,3.2832213826216234e-05,stem,,,,0.10293863657398217,14.0,3.63919937613725e-05
13880,integrative,integr,3.2832213826216234e-05,stem,,,,-0.9266807806071762,5.0,1.2997140629061606e-05
13881,intellectualism,intellectu,5.924073364295539e-05,stem,,,,-2.0277056156806696,3.0,7.798284377436964e-06
13882,interact,interact,2.1412313364923634e-05,stem,1.6499777800486628,3.0,0.00011149100639215103,1.0693791521336087,24.0,6.238627501949571e-05
13883,interacting,interact,2.1412313364923634e-05,stem,,,,0.4562746792471998,13.0,3.379256563556018e-05
13884,interactive,interact,2.1412313364923634e-05,stem,,,,-0.4992367657802368,5.0,1.2997140629061606e-05
13885,interchangeably,interchang,9.635541014215635e-06,stem,,,,0.6357431670587479,7.0,1.819599688068625e-05
13886,interferes,interfer,5.781324608529381e-05,stem,,,,-2.0033141625565105,3.0,7.798284377436964e-06
13887,internalization,intern,0.00012151487834594162,stem,0.7612050770684001,7.0,0.00026014568158168577,,,
13888,internalized,intern,0.00012151487834594162,stem,,,,-2.7461329529136935,3.0,7.798284377436964e-06
13889,internment,intern,0.00012151487834594162,stem,,,,-2.7461329529136935,3.0,7.798284377436964e-06
13890,interpretative,interpret,3.9969651614524115e-05,stem,,,,-1.634216698619221,3.0,7.798284377436964e-06
13891,interpreting,interpret,3.9969651614524115e-05,stem,,,,-0.5356044099511115,9.0,2.339485313231089e-05
13892,intervene,interven,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
13893,intervening,interven,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
13894,interventions,intervent,4.282462672984727e-05,stem,,,,-0.316915208986282,12.0,3.1193137509747856e-05
13895,intolerance,intoler,6.42369400947709e-06,stem,,,,1.174739667791435,8.0,2.079542500649857e-05
13896,intolerant,intoler,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
13897,intuitions,intuit,2.6765391706154544e-05,stem,,,,-0.5400587603004917,6.0,1.5596568754873928e-05
13898,intuitively,intuit,2.6765391706154544e-05,stem,,,,-0.9455238684086562,4.0,1.0397712503249286e-05
13899,invasive,invas,2.6765391706154544e-05,stem,,,,0.9640186364757822,27.0,7.018455939693267e-05
13900,investing,invest,3.372439354975472e-05,stem,,,,-0.7711704812638783,6.0,1.5596568754873928e-05
13901,investigates,investig,3.479500921800091e-05,stem,,,,-0.9847445815619376,5.0,1.2997140629061606e-05
13902,invokes,invok,9.992412903631029e-06,stem,,,,-0.2479223374993305,3.0,7.798284377436964e-06
13903,israelis,isra,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
13904,jailed,jail,2.569477603790836e-05,stem,,,,-0.49923676578023657,6.0,1.5596568754873928e-05
13905,joins,join,9.706915392098714e-05,stem,,,,-2.521519893620124,3.0,7.798284377436964e-06
13906,journalists,journalist,2.1412313364923634e-05,stem,,,,-1.0100623895462273,3.0,7.798284377436964e-06
13907,journeys,journey,5.9954477421786175e-05,stem,,,,-2.0396818067273856,3.0,7.798284377436964e-06
13908,judi,judi,1.7129850691938907e-05,stem,,,,-0.7869188382320175,3.0,7.798284377436964e-06
13909,jurisdictions,jurisdict,3.4259701383877815e-05,stem,,,,0.5993755228878731,24.0,6.238627501949571e-05
13910,killings,kill,9.046702396680234e-05,stem,,,,-1.470252397343638,8.0,2.079542500649857e-05
13911,kingdoms,kingdom,5.567201474880145e-05,stem,,,,-1.9655738345736637,3.0,7.798284377436964e-06
13912,knocks,knock,3.6400932720370175e-05,stem,,,,-0.693392780221194,7.0,1.819599688068625e-05
13913,knowledgeable,knowledg,0.00031047854379139266,stem,,,,-3.684211038972756,3.0,7.798284377436964e-06
13914,labelled,label,1.873577419430818e-05,stem,,,,-0.36570537315571405,5.0,1.2997140629061606e-05
13915,labourers,labour,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
13916,lateral,later,0.0008500688405874683,stem,,,,-4.180587953473381,5.0,1.2997140629061606e-05
13917,latitudes,latitud,1.0706156682461817e-05,stem,,,,-0.316915208986282,3.0,7.798284377436964e-06
13918,lawful,law,0.0004143282636112723,stem,,,,-3.1254569486348145,7.0,1.819599688068625e-05
13919,leade,lead,0.0001641610691310812,stem,,,,-2.759262244355486,4.0,1.0397712503249286e-05
13920,leak,leak,8.564925345969454e-06,stem,,,,1.3725654111213548,13.0,3.379256563556018e-05
13921,leanings,lean,5.210329585464751e-05,stem,,,,-1.899324449032463,3.0,7.798284377436964e-06
13922,legalism,legal,8.243740645495599e-05,stem,,,,-2.35813553784592,3.0,7.798284377436964e-06
13923,legality,legal,8.243740645495599e-05,stem,,,,-1.0588525537156595,11.0,2.8593709383935534e-05
13924,legalization,legal,8.243740645495599e-05,stem,,,,-1.1541627335199842,10.0,2.5994281258123212e-05
13925,legalize,legal,8.243740645495599e-05,stem,,,,-0.36570537315571405,22.0,5.718741876787107e-05
13926,legalized,legal,8.243740645495599e-05,stem,,,,-0.8176904968987713,14.0,3.63919937613725e-05
13927,legalizing,legal,8.243740645495599e-05,stem,,,,-1.2595232491778106,9.0,2.339485313231089e-05
13928,legitimation,legitim,2.034169769667745e-05,stem,,,,-0.44794347139268614,5.0,1.2997140629061606e-05
13929,leninism,lenin,1.284738801895418e-05,stem,,,,0.9671003030131904,13.0,3.379256563556018e-05
13930,leone,leon,1.0706156682461817e-05,stem,,,,0.5303826514009216,7.0,1.819599688068625e-05
13931,levelling,level,0.00016648073641228124,stem,,,,-3.060975847611525,3.0,7.798284377436964e-06
13932,levi,levi,1.4988619355446544e-05,stem,,,,-0.6533874456074951,3.0,7.798284377436964e-06
13933,liabilities,liabil,1.4988619355446544e-05,stem,2.294334796439176,4.0,0.0001486546751895347,-0.36570537315571405,4.0,1.0397712503249286e-05
13934,liberating,liber,3.5865624886247086e-05,stem,,,,-0.42726326615514737,9.0,2.339485313231089e-05
13935,linkages,linkag,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13936,livelihoods,livelihood,1.0706156682461817e-05,stem,,,,0.19391041477970852,5.0,1.2997140629061606e-05
13937,lobbied,lobbi,4.282462672984727e-05,stem,,,,-1.4155274976543917,4.0,1.0397712503249286e-05
13938,lobbying,lobbi,4.282462672984727e-05,stem,,,,-0.40392658597591186,11.0,2.8593709383935534e-05
13939,localism,local,0.00011241464516584906,stem,,,,-1.56967817748165,9.0,2.339485313231089e-05
13940,localized,local,0.00011241464516584906,stem,,,,-2.6682904661497595,3.0,7.798284377436964e-06
13941,locals,local,0.00011241464516584906,stem,,,,-2.3806083936979787,4.0,1.0397712503249286e-05
13942,locke,lock,4.9248320739324355e-05,stem,0.8170686571135588,3.0,0.00011149100639215103,0.7960858171339272,42.0,0.00010917598128411749
13943,lodges,lodg,2.569477603790836e-05,stem,,,,0.6534427441581488,19.0,4.93891343904341e-05
13944,logistic,logist,8.564925345969454e-06,stem,,,,0.4170539660939183,5.0,1.2997140629061606e-05
13945,loops,loop,4.496585806633963e-05,stem,,,,-1.7519997342756044,3.0,7.798284377436964e-06
13946,lucile,lucil,2.7836007374400724e-05,stem,,,,-1.2724266540137184,3.0,7.798284377436964e-06
13947,lucks,luck,0.00010063787281514108,stem,,,,-2.5576248982622403,3.0,7.798284377436964e-06
13948,lutherans,lutheran,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13949,machining,machin,0.0001680866599146505,stem,-0.12285367929387328,4.0,0.0001486546751895347,,,
13950,mammal,mammal,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13951,mans,man,0.0008721948977312228,stem,,,,-4.717109147615613,3.0,7.798284377436964e-06
13952,mandated,mandat,1.4988619355446544e-05,stem,,,,0.550585358718441,10.0,2.5994281258123212e-05
13953,mandates,mandat,1.4988619355446544e-05,stem,,,,-0.14256182184150426,5.0,1.2997140629061606e-05
13954,mandating,mandat,1.4988619355446544e-05,stem,,,,-0.36570537315571405,4.0,1.0397712503249286e-05
13955,manifesting,manifest,1.6059235023692724e-05,stem,,,,-0.4346982446426654,4.0,1.0397712503249286e-05
13956,manifests,manifest,1.6059235023692724e-05,stem,,,,-0.4346982446426654,4.0,1.0397712503249286e-05
13957,manipulating,manipul,1.3918003687200362e-05,stem,,,,-0.5792794734537731,3.0,7.798284377436964e-06
13958,marginalization,margin,2.997723871089309e-05,stem,,,,-1.0588525537156595,4.0,1.0397712503249286e-05
13959,marginalized,margin,2.997723871089309e-05,stem,,,,-0.14256182184150437,10.0,2.5994281258123212e-05
13960,marginally,margin,2.997723871089309e-05,stem,,,,-1.3465346261674402,3.0,7.798284377436964e-06
13961,markers,marker,1.0706156682461817e-05,stem,,,,-0.316915208986282,3.0,7.798284377436964e-06
13962,martyrs,martyr,1.7129850691938907e-05,stem,,,,-0.7869188382320175,3.0,7.798284377436964e-06
13963,marxists,marxist,6.42369400947709e-06,stem,,,,2.5610340289113256,32.0,8.318170002599429e-05
13964,masculinity,masculin,1.4988619355446544e-05,stem,,,,0.7329069155123956,12.0,3.1193137509747856e-05
13965,masse,mass,0.0001274032645212956,stem,,,,-2.7934536091037656,3.0,7.798284377436964e-06
13966,maternity,matern,1.0706156682461817e-05,stem,,,,0.19391041477970852,5.0,1.2997140629061606e-05
13967,matured,matur,4.06833953933549e-05,stem,,,,-1.651916275718622,3.0,7.798284377436964e-06
13968,maxim,maxim,9.635541014215635e-06,stem,,,,1.087728290801805,11.0,2.8593709383935534e-05
13969,maximize,maxim,9.635541014215635e-06,stem,,,,0.9924181109974802,10.0,2.5994281258123212e-05
13970,meditate,medit,8.564925345969454e-06,stem,,,,-0.09377165767207221,3.0,7.798284377436964e-06
13971,meditation,medit,8.564925345969454e-06,stem,,,,2.950750780051351,63.0,0.00016376397192617624
13972,meditative,medit,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
13973,memoir,memoir,8.564925345969454e-06,stem,,,,0.5993755228878731,6.0,1.5596568754873928e-05
13974,mentalism,mental,4.3538370508678055e-05,stem,,,,-1.7197388720573832,3.0,7.798284377436964e-06
13975,mentalities,mental,4.3538370508678055e-05,stem,,,,-1.7197388720573832,3.0,7.798284377436964e-06
13976,merciful,merci,2.569477603790836e-05,stem,,,,-1.192383946340182,3.0,7.798284377436964e-06
13977,messengers,messeng,2.1412313364923634e-05,stem,,,,-0.16276452915902373,7.0,1.819599688068625e-05
13978,meteorology,meteorolog,6.42369400947709e-06,stem,,,,0.19391041477970872,3.0,7.798284377436964e-06
13979,methodism,method,0.0001573805032321887,stem,,,,-2.311615522211027,6.0,1.5596568754873928e-05
13980,methodists,methodist,2.7836007374400724e-05,stem,,,,-0.5792794734537731,6.0,1.5596568754873928e-05
13981,methodologies,methodolog,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13982,methodology,methodolog,6.42369400947709e-06,stem,,,,2.5918056875780793,33.0,8.57811281518066e-05
13983,meyers,meyer,1.284738801895418e-05,stem,,,,-0.49923676578023657,3.0,7.798284377436964e-06
13984,migrants,migrant,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
13985,migrate,migrat,1.0706156682461817e-05,stem,,,,0.19391041477970852,5.0,1.2997140629061606e-05
13986,migrating,migrat,1.0706156682461817e-05,stem,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
13987,migrations,migrat,1.0706156682461817e-05,stem,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
13988,militarization,militar,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
13989,mindfulness,mind,0.00020823474747388234,stem,,,,-2.186149990382628,9.0,2.339485313231089e-05
13990,miner,miner,2.212605714375442e-05,stem,,,,-1.042852212369218,3.0,7.798284377436964e-06
13991,minimization,minim,2.7300699540277633e-05,stem,,,,-0.9653264957048358,4.0,1.0397712503249286e-05
13992,minimizes,minim,2.7300699540277633e-05,stem,,,,-1.2530085681566168,3.0,7.798284377436964e-06
13993,misunderstandings,misunderstand,2.3553544701415998e-05,stem,,,,-1.1053725693505523,3.0,7.798284377436964e-06
13994,mobilize,mobil,2.7407761107102253e-05,stem,,,,-0.5637752869178078,6.0,1.5596568754873928e-05
13995,modalities,modal,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
13996,modeling,model,9.064545991151005e-05,stem,,,,-1.4722228413309368,8.0,2.079542500649857e-05
13997,modelled,model,9.064545991151005e-05,stem,,,,-1.9422264705766727,5.0,1.2997140629061606e-05
13998,modelling,model,9.064545991151005e-05,stem,,,,-1.4722228413309368,8.0,2.079542500649857e-05
13999,modernism,modern,8.100991889729442e-05,stem,,,,-0.5489083755774745,18.0,4.678970626462178e-05
14000,module,modul,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14001,monarchs,monarch,6.42369400947709e-06,stem,,,,0.7047360385456992,5.0,1.2997140629061606e-05
14002,monitored,monitor,1.7129850691938907e-05,stem,,,,0.19391041477970872,8.0,2.079542500649857e-05
14003,monkeys,monkey,1.927108202843127e-05,stem,,,,-0.39387625012241045,5.0,1.2997140629061606e-05
14004,morales,moral,8.650574599429149e-05,stem,,,,-2.406307081519286,3.0,7.798284377436964e-06
14005,morphology,morpholog,1.0706156682461817e-05,stem,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
14006,motivate,motiv,2.2329983937706074e-05,stem,,,,-0.5412009648792687,5.0,1.2997140629061606e-05
14007,motivational,motiv,2.2329983937706074e-05,stem,,,,-0.7643445161934784,4.0,1.0397712503249286e-05
14008,municipalism,municip,3.9612779725108725e-05,stem,,,,-1.6252480286364608,3.0,7.798284377436964e-06
14009,municipality,municip,3.9612779725108725e-05,stem,,,,-1.3375659561846798,4.0,1.0397712503249286e-05
14010,muslims,muslim,6.42369400947709e-06,stem,2.8539505843745987,3.0,0.00011149100639215103,3.399363219315769,74.0,0.00019235768131011178
14011,mutilation,mutil,6.42369400947709e-06,stem,,,,1.928511470167815,17.0,4.4190278138809465e-05
14012,mutualism,mutual,4.1754011061601085e-05,stem,,,,0.26801838693343044,21.0,5.4587990642058745e-05
14013,mutualisms,mutual,4.1754011061601085e-05,stem,,,,-1.6778917621218827,3.0,7.798284377436964e-06
14014,mysterie,mysteri,5.138955207581672e-05,stem,,,,-1.8855311269001271,3.0,7.798284377436964e-06
14015,mysticism,mystic,7.851181567138665e-06,stem,,,,3.9250653520418832,153.0,0.00039771250324928517
14016,napoleonic,napoleon,1.4988619355446544e-05,stem,,,,-0.14256182184150426,5.0,1.2997140629061606e-05
14017,nationalists,nationalist,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14018,naturalism,natur,0.0001815764173345524,stem,,,,-1.9438000350241031,10.0,2.5994281258123212e-05
14019,naturism,natur,0.0001815764173345524,stem,,,,-2.860090766898258,4.0,1.0397712503249286e-05
14020,naturalist,naturalist,8.564925345969454e-06,stem,,,,1.2925227034478184,12.0,3.1193137509747856e-05
14021,naturalists,naturalist,8.564925345969454e-06,stem,,,,1.0048406309960374,9.0,2.339485313231089e-05
14022,negatively,neg,0.00011348526083409525,stem,,,,-0.7806492252184222,20.0,5.1988562516246424e-05
14023,negate,negat,1.0706156682461817e-05,stem,,,,-0.029233136534500992,4.0,1.0397712503249286e-05
14024,negotiator,negoti,2.184055963222211e-05,stem,,,,-1.0298650168424073,3.0,7.798284377436964e-06
14025,negotiators,negoti,2.184055963222211e-05,stem,1.6301751527524828,3.0,0.00011149100639215103,,,
14026,networked,network,4.9248320739324355e-05,stem,,,,-1.8429715124813313,3.0,7.798284377436964e-06
14027,networking,network,4.9248320739324355e-05,stem,,,,-0.8621422594696049,8.0,2.079542500649857e-05
14028,niches,nich,6.42369400947709e-06,stem,,,,1.0412082751669123,7.0,1.819599688068625e-05
14029,nominations,nomin,1.584511189004349e-05,stem,,,,0.4950155075636302,10.0,2.5994281258123212e-05
14030,normative,norm,3.640093272037018e-05,stem,,,,0.8572046321899727,33.0,8.57811281518066e-05
14031,notability,notabl,3.854216405686254e-05,stem,1.0621911151465437,3.0,0.00011149100639215103,,,
14032,noun,noun,6.42369400947709e-06,stem,,,,1.2925227034478184,9.0,2.339485313231089e-05
14033,nuanced,nuanc,6.42369400947709e-06,stem,,,,0.4815924872314897,4.0,1.0397712503249286e-05
14034,nun,nun,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14035,nurturing,nurtur,8.564925345969454e-06,stem,,,,0.19391041477970872,4.0,1.0397712503249286e-05
14036,nutrient,nutrient,1.0706156682461817e-05,stem,,,,1.3570612245853897,16.0,4.159085001299714e-05
14037,observances,observ,4.264619078513958e-05,stem,,,,-1.411352126243911,4.0,1.0397712503249286e-05
14038,obtains,obtain,9.474948663978707e-05,stem,,,,-1.804185487446175,6.0,1.5596568754873928e-05
14039,oceanic,ocean,3.961277972510872e-05,stem,,,,-0.526635739968351,9.0,2.339485313231089e-05
14040,offsets,offset,1.927108202843127e-05,stem,,,,2.3141739509797996,75.0,0.0001949571094359241
14041,offsetting,offset,1.927108202843127e-05,stem,,,,0.9924181109974802,20.0,5.1988562516246424e-05
14042,olds,old,0.0014153539134214522,stem,,,,-5.201231136403868,3.0,7.798284377436964e-06
14043,omit,omit,2.034169769667745e-05,stem,,,,-0.9587690951586767,3.0,7.798284377436964e-06
14044,omits,omit,2.034169769667745e-05,stem,,,,-0.6710870227068958,4.0,1.0397712503249286e-05
14045,oneness,one,0.00024838283503311417,stem,,,,-1.6152407971602156,19.0,4.93891343904341e-05
14046,ontology,ontolog,1.7129850691938907e-05,stem,,,,0.06037902215518599,7.0,1.819599688068625e-05
14047,openness,open,0.00020020512996203596,stem,,,,-2.2646094798350966,8.0,2.079542500649857e-05
14048,operatives,oper,0.0001008519959487903,stem,,,,-2.5597502975745536,3.0,7.798284377436964e-06
14049,opposes,oppos,4.924832073932435e-05,stem,,,,-0.30252647153418216,14.0,3.63919937613725e-05
